sample_id,waste_type,data_source,paper_ref_no,cement_kg_m3,water_cement_ratio,curing_days,rac_%,rcwtb_%,ceramic_%,plastic_%,total_replacement_%,compressive_strength_mpa,flexural_strength_mpa,split_tensile_strength_mpa,chloride_penetration_mm,marine_durability_score,co2_emission_kg_m3,cost_usd_m3
161,Plastic,augmented_literature_based,This study (synthetic augmentation),342.5,0.35,56.0,35.0,0.0,0.0,13.2,48.2,54.7,6.27,4.86,14.62,8.0,235.3,57.1
162,RAC,real,See Table 3 (compiled sources),400.0,0.44,3.0,1.0,0.0,0.0,0.0,1.0,35.8,4.33,3.05,17.85,5.6,334.2,63.3
163,RAC,real,See Table 3 (compiled sources),420.0,0.47,28.0,1.0,0.0,0.0,0.0,1.0,48.8,5.66,4.46,15.68,6.5,340.9,72.1
164,RAC,real,See Table 3 (compiled sources),420.0,0.47,56.0,1.0,0.0,0.0,0.0,1.0,54.2,6.04,4.79,14.39,7.5,347.6,75.7
165,RAC,real,See Table 3 (compiled sources),280.0,0.44,3.0,2.0,0.0,0.0,0.0,2.0,23.1,3.03,1.85,18.64,6.6,227.0,47.3
166,RAC,real,See Table 3 (compiled sources),280.0,0.46,56.0,1.0,0.0,0.0,0.0,1.0,46.8,5.96,4.08,14.4,7.0,224.6,56.4
167,RAC,real,See Table 3 (compiled sources),380.0,0.55,28.0,100.0,0.0,0.0,0.0,100.0,38.1,4.6,3.43,28.35,4.1,222.0,32.5
168,RAC,real,See Table 3 (compiled sources),350.0,0.36,3.0,1.0,0.0,0.0,0.0,1.0,27.0,2.98,2.81,15.73,7.0,285.3,52.9
169,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.43,28.0,100.0,0.0,0.0,0.0,100.0,26.7,2.65,2.54,26.88,5.1,217.4,39.1
170,RAC_FreezeThaw,real,See Table 3 (compiled sources),336.0,0.643,28.0,44.2,0.0,0.0,0.0,44.2,35.3,3.97,2.9,27.41,3.4,233.8,45.3
171,RAC,real,"Hoang 2024, Mathematics (Ref 9)",142.0,0.483,28.0,100.0,0.0,0.0,0.0,100.0,18.3,2.18,2.0,28.25,4.1,80.0,15.0
172,RAC,real,See Table 3 (compiled sources),500.0,0.482,1.0,8.3,0.0,0.0,0.0,8.3,14.8,2.0,1.5,22.77,4.9,406.0,65.7
173,RAC,real,See Table 3 (compiled sources),210.0,0.51,56.0,1.0,0.0,0.0,0.0,1.0,46.4,5.42,4.23,18.01,6.3,168.9,43.5
174,RAC,real,See Table 3 (compiled sources),350.0,0.37,28.0,1.0,0.0,0.0,0.0,1.0,44.5,4.91,4.09,13.3,7.6,285.7,60.2
175,RAC,real,See Table 3 (compiled sources),210.0,0.56,3.0,2.0,0.0,0.0,0.0,2.0,16.7,2.06,1.82,24.45,4.5,166.7,33.2
176,RAC,real,See Table 3 (compiled sources),350.0,0.55,28.0,0.0,0.0,0.0,0.0,0.0,36.7,4.5,3.57,21.41,5.1,294.1,60.4
177,RAC,real,See Table 3 (compiled sources),500.0,0.34,28.0,2.0,0.0,0.0,0.0,2.0,60.4,7.03,5.47,11.46,8.5,406.5,86.0
178,RAC,real,"Hoang 2024, Mathematics (Ref 9)",284.0,0.38,90.0,0.0,0.0,0.0,0.0,0.0,22.4,2.68,2.27,13.76,8.1,234.2,40.0
179,RAC,real,See Table 3 (compiled sources),380.0,0.6,28.0,100.0,0.0,0.0,0.0,100.0,32.9,3.48,3.12,30.0,3.3,227.9,37.0
180,RAC,real,See Table 3 (compiled sources),380.0,0.9,28.0,75.0,0.0,0.0,0.0,75.0,11.5,2.0,1.5,30.0,2.4,248.8,31.2
181,RAC,real,See Table 3 (compiled sources),280.0,0.46,56.0,1.0,0.0,0.0,0.0,1.0,49.3,6.19,4.29,15.83,6.7,225.6,54.7
182,Combined,augmented_literature_based,This study (synthetic augmentation),351.3,0.441,7.0,16.5,6.7,7.2,5.7,36.1,52.4,5.76,4.63,17.27,7.2,262.6,59.5
183,RAC,real,See Table 3 (compiled sources),480.0,0.354,7.0,100.0,0.0,0.0,0.0,100.0,38.6,4.27,3.18,22.34,6.2,291.8,51.9
184,RAC,real,See Table 3 (compiled sources),210.0,0.57,3.0,2.0,0.0,0.0,0.0,2.0,18.1,2.0,1.83,24.39,4.6,170.0,34.2
185,RAC,real,See Table 3 (compiled sources),350.0,0.35,3.0,1.0,0.0,0.0,0.0,1.0,29.8,3.67,2.55,15.66,7.1,280.8,47.5
186,RAC,real,See Table 3 (compiled sources),350.0,0.43,28.0,1.0,0.0,0.0,0.0,1.0,57.0,7.16,5.18,15.02,7.4,291.0,62.0
187,RAC,real,See Table 3 (compiled sources),350.0,0.37,3.0,1.0,0.0,0.0,0.0,1.0,27.7,2.74,2.32,16.07,6.9,280.1,46.0
188,RAC,real,See Table 3 (compiled sources),350.0,0.34,28.0,1.0,0.0,0.0,0.0,1.0,56.2,6.84,5.0,11.63,8.2,286.4,68.3
189,RAC,real,See Table 3 (compiled sources),210.0,1.01,28.0,100.0,0.0,0.0,0.0,100.0,21.8,2.42,1.97,30.0,2.3,80.0,15.0
190,RAC,real,See Table 3 (compiled sources),350.0,0.37,28.0,1.0,0.0,0.0,0.0,1.0,49.1,5.72,4.35,12.55,7.8,286.0,63.6
191,RAC,real,See Table 3 (compiled sources),358.0,0.498044693,28.0,100.0,0.0,0.0,0.0,100.0,29.1,3.55,2.62,28.12,4.6,198.6,27.5
192,RAC,real,See Table 3 (compiled sources),280.0,0.58,3.0,1.0,0.0,0.0,0.0,1.0,26.3,3.18,2.27,24.11,4.7,218.5,40.6
193,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.41,28.0,15.0,0.0,0.0,0.0,15.0,50.8,5.78,4.84,16.27,7.0,303.6,63.4
194,RCWTB,augmented_literature_based,This study (synthetic augmentation),500.2,0.559,56.0,22.2,16.2,0.0,0.0,38.4,53.1,6.64,4.72,17.32,7.5,380.5,67.3
195,RAC,real,See Table 3 (compiled sources),380.0,0.49,28.0,100.0,0.0,0.0,0.0,100.0,54.4,7.09,4.92,23.62,5.2,226.6,41.8
196,RAC,real,See Table 3 (compiled sources),424.0,0.45,90.0,0.0,0.0,0.0,0.0,0.0,52.8,6.4,4.7,12.17,7.9,344.9,69.5
197,RCWTB,augmented_literature_based,This study (synthetic augmentation),497.0,0.591,56.0,40.8,17.7,0.0,0.0,58.5,50.3,6.81,4.5,21.93,6.5,354.3,69.0
198,RAC,real,See Table 3 (compiled sources),380.0,0.45,28.0,100.0,0.0,0.0,0.0,100.0,45.6,5.3,4.07,23.36,5.6,224.3,32.5
199,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.28,28.0,100.0,0.0,0.0,0.0,100.0,32.9,5.9,2.93,21.07,6.9,225.2,41.1
200,RAC,real,See Table 3 (compiled sources),454.5,0.355775578,14.0,8.0,0.0,0.0,0.0,8.0,74.7,8.97,6.0,9.86,8.4,367.9,82.2
201,RAC,real,See Table 3 (compiled sources),500.0,0.35,28.0,2.0,0.0,0.0,0.0,2.0,57.4,6.58,5.34,11.26,7.6,404.6,79.1
202,RCWTB,augmented_literature_based,This study (synthetic augmentation),388.7,0.46,7.0,38.0,15.3,0.0,0.0,53.3,45.5,5.32,4.35,19.07,7.6,276.8,50.7
203,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.36,28.0,0.0,0.0,0.0,0.0,0.0,48.9,5.69,4.07,13.58,7.9,310.0,66.2
204,RAC,real,See Table 3 (compiled sources),436.0,0.56,28.0,100.0,0.0,0.0,0.0,100.0,23.1,2.73,1.98,30.0,3.9,266.0,42.0
205,RAC,real,See Table 3 (compiled sources),380.0,0.45,7.0,100.0,0.0,0.0,0.0,100.0,12.5,2.0,1.5,29.1,4.4,217.3,25.4
206,RAC,real,See Table 3 (compiled sources),350.0,0.37,3.0,1.0,0.0,0.0,0.0,1.0,30.7,3.53,2.73,17.89,6.8,280.7,53.4
207,RAC,real,See Table 3 (compiled sources),388.0,0.299,28.0,15.0,0.0,0.0,0.0,15.0,55.1,6.41,5.15,11.18,8.6,299.8,63.4
208,RAC,real,See Table 3 (compiled sources),500.0,0.34,3.0,2.0,0.0,0.0,0.0,2.0,43.4,5.32,3.93,13.53,7.8,405.9,66.0
209,RAC,real,See Table 3 (compiled sources),280.0,0.43,28.0,1.0,0.0,0.0,0.0,1.0,46.4,5.46,4.18,15.35,7.1,233.1,52.3
210,RAC,real,See Table 3 (compiled sources),480.0,0.354,7.0,100.0,0.0,0.0,0.0,100.0,38.6,4.62,3.42,21.58,6.2,303.2,47.2
211,RAC,real,See Table 3 (compiled sources),425.0,0.44,28.0,0.0,0.0,0.0,0.0,0.0,61.6,7.52,5.59,14.69,7.2,353.6,78.2
212,RAC,real,See Table 3 (compiled sources),500.0,0.33,3.0,1.0,0.0,0.0,0.0,1.0,36.5,4.29,3.33,13.68,7.9,408.9,76.8
213,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.5,28.0,100.0,0.0,0.0,0.0,100.0,38.3,4.84,3.51,26.27,4.4,220.1,40.7
214,RAC,real,See Table 3 (compiled sources),210.0,0.57,28.0,2.0,0.0,0.0,0.0,2.0,36.4,4.24,3.29,22.95,4.9,163.6,41.9
215,Ceramic,augmented_literature_based,This study (synthetic augmentation),447.2,0.538,90.0,26.6,0.0,8.1,0.0,34.7,57.2,6.72,5.18,18.33,7.2,347.5,64.2
216,RAC,real,See Table 3 (compiled sources),450.0,0.43,3.0,2.0,0.0,0.0,0.0,2.0,32.2,3.82,2.99,18.05,6.5,372.9,63.6
217,RCWTB,augmented_literature_based,This study (synthetic augmentation),450.7,0.488,56.0,34.4,19.8,0.0,0.0,54.2,54.5,6.6,5.23,17.7,8.6,330.5,60.2
218,RAC,real,See Table 3 (compiled sources),280.0,0.38,56.0,0.0,0.0,0.0,0.0,0.0,57.1,7.07,5.43,10.97,8.2,232.5,55.1
219,RAC,real,"Hoang 2024, Mathematics (Ref 9)",150.0,1.017,90.0,100.0,0.0,0.0,0.0,100.0,15.8,2.0,1.5,30.0,2.8,80.0,15.0
220,RAC,real,See Table 3 (compiled sources),210.0,0.53,56.0,2.0,0.0,0.0,0.0,2.0,42.8,4.63,4.2,17.71,6.3,166.9,40.5
221,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.41,28.0,0.0,0.0,0.0,0.0,0.0,47.2,5.56,4.53,13.48,7.7,318.4,56.5
222,RAC,real,See Table 3 (compiled sources),353.0,0.649,7.0,49.3,0.0,0.0,0.0,49.3,22.9,2.77,1.83,30.0,3.3,240.6,34.8
223,RAC,real,See Table 3 (compiled sources),380.0,0.61,28.0,0.0,0.0,0.0,0.0,0.0,39.5,5.02,3.54,23.61,4.5,317.8,63.3
224,RAC,real,See Table 3 (compiled sources),485.0,0.34,28.0,100.0,0.0,0.0,0.0,100.0,71.2,8.36,6.0,17.42,6.5,314.3,56.3
225,RAC,real,See Table 3 (compiled sources),300.0,0.6,28.0,2.0,0.0,0.0,0.0,2.0,43.2,4.92,3.58,22.31,5.4,249.1,49.9
226,RAC,real,See Table 3 (compiled sources),300.0,0.58,56.0,1.0,0.0,0.0,0.0,1.0,46.4,5.11,4.22,20.55,5.9,249.9,53.8
227,RAC,real,See Table 3 (compiled sources),280.0,0.42,3.0,1.0,0.0,0.0,0.0,1.0,26.5,2.62,2.4,19.77,5.9,227.4,43.6
228,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.53,28.0,20.0,0.0,0.0,0.0,20.0,44.0,5.02,3.95,20.02,6.1,292.9,59.0
229,RAC,real,See Table 3 (compiled sources),806.0,0.4,28.0,0.0,0.0,0.0,0.0,0.0,33.4,3.94,2.63,16.65,6.9,420.0,110.0
230,RAC,real,See Table 3 (compiled sources),450.0,0.33,56.0,2.0,0.0,0.0,0.0,2.0,80.5,9.0,6.0,5.49,9.5,367.2,81.2
231,RAC,real,See Table 3 (compiled sources),417.15,0.45,7.0,0.0,0.0,0.0,0.0,0.0,17.6,2.0,1.6,20.78,5.9,336.0,52.8
232,Combined,augmented_literature_based,This study (synthetic augmentation),303.8,0.517,14.0,25.6,6.0,14.8,7.9,54.3,50.8,5.9,4.3,19.25,7.8,210.2,40.3
233,RAC,real,See Table 3 (compiled sources),380.0,0.55,28.0,20.0,0.0,0.0,0.0,20.0,41.6,4.77,3.72,21.76,5.3,290.0,52.3
234,RAC,real,See Table 3 (compiled sources),280.0,0.41,28.0,1.0,0.0,0.0,0.0,1.0,45.5,5.27,4.31,15.13,7.5,224.8,51.9
235,RAC,real,See Table 3 (compiled sources),350.0,0.33,28.0,1.0,0.0,0.0,0.0,1.0,59.0,6.87,5.25,12.67,8.0,287.3,74.6
236,RAC,real,See Table 3 (compiled sources),410.0,0.549,7.0,49.1,0.0,0.0,0.0,49.1,44.8,4.86,3.85,24.8,4.2,298.3,53.9
237,RAC,real,See Table 3 (compiled sources),350.0,0.4,3.0,2.0,0.0,0.0,0.0,2.0,37.9,4.76,3.67,17.49,6.6,285.9,57.1
238,RAC,real,See Table 3 (compiled sources),500.0,0.35,56.0,1.0,0.0,0.0,0.0,1.0,65.8,8.55,5.75,10.05,9.1,403.4,89.5
239,RCWTB,augmented_literature_based,This study (synthetic augmentation),500.7,0.456,14.0,46.2,11.7,0.0,0.0,57.9,53.1,6.76,5.0,18.58,6.9,360.8,66.9
240,RAC,real,See Table 3 (compiled sources),380.0,0.47,28.0,0.0,0.0,0.0,0.0,0.0,36.4,4.25,2.96,18.31,6.6,312.3,57.1
241,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.41,28.0,60.0,0.0,0.0,0.0,60.0,53.2,6.57,4.9,18.93,6.2,251.2,51.1
242,Ceramic,augmented_literature_based,This study (synthetic augmentation),464.9,0.491,14.0,44.2,0.0,20.1,0.0,64.3,46.1,5.21,4.12,20.8,7.2,329.2,57.3
243,RAC_FreezeThaw,real,See Table 3 (compiled sources),461.0,0.328,60.0,44.2,0.0,0.0,0.0,44.2,68.0,8.62,5.86,11.99,8.0,336.1,78.1
244,RAC,real,See Table 3 (compiled sources),461.0,0.52,28.0,0.0,0.0,0.0,0.0,0.0,19.2,2.0,1.65,21.96,5.3,372.2,60.8
245,RAC,real,See Table 3 (compiled sources),300.0,0.58,3.0,1.0,0.0,0.0,0.0,1.0,22.1,2.93,2.09,24.86,4.1,244.4,40.7
246,RAC,real,See Table 3 (compiled sources),380.0,0.51,28.0,100.0,0.0,0.0,0.0,100.0,31.4,4.02,2.99,29.01,3.9,220.4,27.7
247,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.7,28.0,100.0,0.0,0.0,0.0,100.0,20.4,2.52,2.02,30.0,3.1,224.4,30.0
248,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.5,28.0,100.0,0.0,0.0,0.0,100.0,50.3,5.3,4.6,24.43,5.2,225.8,42.3
249,Ceramic,augmented_literature_based,This study (synthetic augmentation),493.2,0.475,14.0,45.8,0.0,21.2,0.0,67.0,50.6,6.07,4.6,19.31,7.9,354.6,65.0
250,RAC,real,See Table 3 (compiled sources),280.0,0.5,28.0,8.6,0.0,0.0,0.0,8.6,24.7,3.21,2.08,21.48,5.3,222.5,43.0
251,Plastic,real,See Table 3 (compiled sources) [CO2 bug fixed: see methodology note],293.25,0.6,28.0,0.0,0.0,0.0,2.5,2.5,13.9,2.67,1.5,25.43,4.2,237.8,44.5
252,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.41,28.0,60.0,0.0,0.0,0.0,60.0,47.5,5.72,4.09,20.18,6.3,255.3,47.8
253,RAC_FreezeThaw,real,See Table 3 (compiled sources),335.0,0.636,28.0,50.0,0.0,0.0,0.0,50.0,34.3,4.51,2.8,28.24,4.3,227.0,43.6
254,RAC,real,See Table 3 (compiled sources),410.0,0.549,1.0,0.0,0.0,0.0,0.0,0.0,12.8,2.0,1.5,23.8,5.1,330.9,57.9
255,RCWTB,augmented_literature_based,This study (synthetic augmentation),396.3,0.51,7.0,32.1,15.1,0.0,0.0,47.2,46.9,5.55,4.39,20.05,7.1,290.4,61.3
256,Combined,augmented_literature_based,This study (synthetic augmentation),471.7,0.533,56.0,16.3,9.3,10.2,7.1,42.9,51.8,6.22,4.41,17.32,8.2,355.5,66.2
257,RAC,real,See Table 3 (compiled sources),210.0,0.57,3.0,1.0,0.0,0.0,0.0,1.0,16.5,2.35,1.5,24.59,4.5,180.1,33.2
258,RAC,real,See Table 3 (compiled sources),380.0,0.84,28.0,20.0,0.0,0.0,0.0,20.0,18.5,2.62,1.5,30.0,3.2,295.2,52.4
259,RAC,real,See Table 3 (compiled sources),537.0,0.409683426,28.0,60.0,0.0,0.0,0.0,60.0,42.4,5.46,3.75,19.49,6.8,385.1,67.0
260,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.41,28.0,60.0,0.0,0.0,0.0,60.0,42.4,4.38,3.58,20.35,6.2,256.0,49.8
261,Combined,augmented_literature_based,This study (synthetic augmentation),453.9,0.482,28.0,27.6,5.4,10.5,5.8,49.3,48.4,5.94,4.17,20.44,6.8,345.8,60.2
262,RAC,real,See Table 3 (compiled sources),280.0,0.43,3.0,2.0,0.0,0.0,0.0,2.0,24.3,3.24,2.1,19.42,6.2,220.1,46.8
263,RAC,real,See Table 3 (compiled sources),400.0,0.45,4.0,0.0,0.0,0.0,0.0,0.0,45.8,5.65,4.07,16.96,6.1,332.5,64.5
264,RAC,real,See Table 3 (compiled sources),300.0,0.65,7.0,100.0,0.0,0.0,0.0,100.0,33.0,3.65,3.04,30.0,3.3,157.7,29.9
265,RAC,real,See Table 3 (compiled sources),280.0,0.42,28.0,1.0,0.0,0.0,0.0,1.0,51.2,5.48,4.11,14.16,6.7,229.9,55.7
266,RAC,real,See Table 3 (compiled sources),360.0,0.58,56.0,2.0,0.0,0.0,0.0,2.0,52.8,6.64,4.49,19.13,6.4,286.1,68.4
267,RAC,real,"Hoang 2024, Mathematics (Ref 9)",375.0,0.42,7.0,0.0,0.0,0.0,0.0,0.0,27.6,3.57,2.03,18.55,5.8,302.7,57.7
268,RAC,real,See Table 3 (compiled sources),380.0,0.52,28.0,0.0,0.0,0.0,0.0,0.0,39.0,4.58,2.95,20.14,5.8,304.4,62.9
269,RAC,real,See Table 3 (compiled sources),400.0,0.52,180.0,5.9,0.0,0.0,0.0,5.9,44.1,5.43,3.59,14.07,8.3,320.7,62.0
270,RAC,real,See Table 3 (compiled sources),454.5,0.289108911,90.0,7.7,0.0,0.0,0.0,7.7,78.5,9.0,6.0,4.35,10.0,364.4,78.5
271,RAC,real,See Table 3 (compiled sources),378.0,0.45,90.0,100.0,0.0,0.0,0.0,100.0,40.4,4.81,3.48,22.54,5.8,214.6,35.7
272,RAC,real,See Table 3 (compiled sources),500.0,0.36,56.0,1.0,0.0,0.0,0.0,1.0,63.6,7.56,5.91,8.7,9.4,412.3,83.3
273,RAC,real,See Table 3 (compiled sources),325.0,0.55,28.0,20.0,0.0,0.0,0.0,20.0,56.5,7.08,4.82,20.69,5.1,250.0,55.5
274,RAC,real,See Table 3 (compiled sources),350.0,0.36,3.0,2.0,0.0,0.0,0.0,2.0,28.2,3.47,2.38,17.27,6.5,277.6,50.9
275,RAC,real,See Table 3 (compiled sources),380.0,0.61,28.0,100.0,0.0,0.0,0.0,100.0,30.5,3.82,2.51,30.0,4.3,220.5,35.1
276,RAC,real,See Table 3 (compiled sources),400.0,0.519,28.0,100.0,0.0,0.0,0.0,100.0,34.5,4.54,3.02,28.54,4.3,236.5,32.8
277,RAC,real,See Table 3 (compiled sources),537.0,0.409683426,28.0,15.0,0.0,0.0,0.0,15.0,45.0,5.2,3.82,16.65,7.1,420.0,84.8
278,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.86,28.0,0.0,0.0,0.0,0.0,0.0,23.9,2.72,2.03,30.0,2.9,306.9,56.2
279,RAC,real,See Table 3 (compiled sources),380.0,0.35,7.0,7.1,0.0,0.0,0.0,7.1,36.4,4.71,3.53,15.19,7.1,307.6,54.3
280,RAC,real,See Table 3 (compiled sources),300.0,0.53,56.0,1.0,0.0,0.0,0.0,1.0,50.4,6.27,4.75,18.03,6.2,242.9,51.3
281,RAC,real,See Table 3 (compiled sources),350.0,0.34,56.0,1.0,0.0,0.0,0.0,1.0,53.5,6.53,4.51,9.71,8.3,280.0,60.2
282,RAC,real,See Table 3 (compiled sources),280.0,0.42,3.0,1.0,0.0,0.0,0.0,1.0,26.5,3.25,2.25,18.27,5.5,224.1,46.0
283,RAC,real,See Table 3 (compiled sources),380.0,0.38,28.0,20.0,0.0,0.0,0.0,20.0,64.0,7.18,5.65,13.0,7.5,299.9,61.6
284,RAC,real,"Hoang 2024, Mathematics (Ref 9)",300.0,0.368,28.0,0.0,0.0,0.0,0.0,0.0,41.1,4.38,3.79,13.63,8.1,247.9,55.3
285,RAC,real,See Table 3 (compiled sources),485.0,0.34,28.0,51.8,0.0,0.0,0.0,51.8,71.2,4.938870968,3.651791045,12.97,8.1,351.0,71.8
286,RAC,real,See Table 3 (compiled sources),380.0,0.5,28.0,37.0,0.0,0.0,0.0,37.0,42.6,5.26,4.17,21.36,5.4,286.4,56.1
287,RAC,real,See Table 3 (compiled sources),537.0,0.409683426,28.0,15.0,0.0,0.0,0.0,15.0,49.1,5.95,4.33,15.81,7.5,420.0,82.5
288,RAC,real,See Table 3 (compiled sources),380.0,0.95,28.0,30.0,0.0,0.0,0.0,30.0,13.5,2.0,1.5,30.0,2.3,292.8,42.7
289,RAC,real,See Table 3 (compiled sources),300.0,0.65,28.0,0.0,0.0,0.0,0.0,0.0,40.5,5.09,3.71,23.94,4.4,254.3,49.0
290,RAC,real,See Table 3 (compiled sources),450.0,0.43,28.0,2.0,0.0,0.0,0.0,2.0,56.1,6.27,5.41,13.67,7.7,363.6,72.4
291,RAC,real,See Table 3 (compiled sources),210.0,0.59,3.0,1.0,0.0,0.0,0.0,1.0,15.8,2.0,1.86,24.91,4.0,166.1,36.8
292,RAC,real,See Table 3 (compiled sources),500.0,0.33,3.0,2.0,0.0,0.0,0.0,2.0,42.4,5.34,3.95,12.83,8.0,407.9,64.8
293,RAC,real,See Table 3 (compiled sources),450.0,0.33,3.0,0.0,0.0,0.0,0.0,0.0,40.3,5.32,3.59,13.07,8.4,367.3,76.2
294,RAC,real,See Table 3 (compiled sources),350.0,0.43,28.0,1.0,0.0,0.0,0.0,1.0,57.0,6.89,5.24,15.19,7.4,285.7,65.3
295,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.45,28.0,100.0,0.0,0.0,0.0,100.0,33.3,4.59,3.17,25.43,5.1,222.7,36.9
296,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.54,28.0,90.0,0.0,0.0,0.0,90.0,45.4,4.4,4.26,27.02,4.2,228.4,37.8
297,RAC,real,See Table 3 (compiled sources),300.0,0.6,3.0,2.0,0.0,0.0,0.0,2.0,23.7,2.98,2.08,26.36,4.1,237.8,44.0
298,RAC,real,See Table 3 (compiled sources),349.2,0.332,7.0,45.0,0.0,0.0,0.0,45.0,42.5,5.19,3.55,16.3,6.6,243.9,52.1
299,RAC,real,See Table 3 (compiled sources),280.0,0.39,56.0,1.0,0.0,0.0,0.0,1.0,54.4,6.33,5.01,13.18,7.6,229.7,55.7
300,RAC,real,See Table 3 (compiled sources),454.5,0.289108911,14.0,7.7,0.0,0.0,0.0,7.7,67.1,8.06,6.0,8.51,8.6,372.8,78.9
301,RAC,real,See Table 3 (compiled sources),300.0,0.56,56.0,1.0,0.0,0.0,0.0,1.0,45.2,5.4,4.43,19.82,5.8,243.8,56.5
302,RAC,real,See Table 3 (compiled sources),330.0,0.58,3.0,1.0,0.0,0.0,0.0,1.0,23.8,2.52,2.29,23.45,4.7,264.9,51.8
303,RAC,real,See Table 3 (compiled sources),300.0,0.52,28.0,2.0,0.0,0.0,0.0,2.0,45.7,5.87,4.11,19.76,6.0,250.5,53.5
304,RAC,real,See Table 3 (compiled sources),340.0,0.47,28.0,0.0,0.0,0.0,0.0,0.0,53.1,5.83,5.03,17.46,6.9,281.5,65.2
305,RAC,real,See Table 3 (compiled sources),210.0,0.6,28.0,1.0,0.0,0.0,0.0,1.0,31.7,3.8,2.76,23.25,5.1,182.0,43.0
306,Ceramic,augmented_literature_based,This study (synthetic augmentation),341.7,0.304,28.0,25.0,0.0,9.8,0.0,34.8,68.5,8.85,6.0,10.53,9.1,249.7,67.5
307,RAC,real,See Table 3 (compiled sources),665.0,0.188,28.0,0.0,0.0,0.0,0.0,0.0,65.0,7.95,6.0,4.41,10.0,420.0,165.4
308,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.55,28.0,100.0,0.0,0.0,0.0,100.0,38.1,4.05,3.36,29.91,3.9,210.3,43.2
309,RAC,real,See Table 3 (compiled sources),210.0,0.58,3.0,2.0,0.0,0.0,0.0,2.0,16.3,2.16,1.5,26.11,3.5,168.5,34.5
310,RAC,real,See Table 3 (compiled sources),300.0,0.58,28.0,1.0,0.0,0.0,0.0,1.0,40.5,4.53,3.95,21.23,5.8,248.2,56.1
311,RAC,real,See Table 3 (compiled sources),500.0,0.33,56.0,1.0,0.0,0.0,0.0,1.0,65.4,7.93,5.99,9.02,9.0,408.3,90.3
312,RAC,real,See Table 3 (compiled sources),330.0,0.54,56.0,1.0,0.0,0.0,0.0,1.0,42.8,5.49,3.69,19.67,6.2,267.6,64.1
313,RAC,real,See Table 3 (compiled sources),210.0,0.53,28.0,1.0,0.0,0.0,0.0,1.0,35.6,4.03,3.2,19.12,6.3,168.2,40.7
314,RAC,real,"Hoang 2024, Mathematics (Ref 9)",142.0,0.483,7.0,100.0,0.0,0.0,0.0,100.0,15.5,2.0,1.5,28.89,4.5,80.0,15.0
315,RAC,real,"Yuan et al. 2022, Materials (Ref 47, compiled from 68 sources - see their Table S1)",380.0,0.5,28.0,60.0,0.0,0.0,0.0,60.0,25.4,2.7,2.27,24.45,5.4,254.0,40.8
316,RCWTB_FreezeThaw,augmented_literature_based,This study (synthetic augmentation),324.0,0.387,56.0,39.2,13.8,0.0,0.0,53.0,60.6,7.16,5.28,12.57,8.9,218.2,50.0
317,RAC,real,See Table 3 (compiled sources),450.0,0.45,28.0,1.0,0.0,0.0,0.0,1.0,51.6,6.01,4.63,14.19,7.3,368.7,71.9
318,RAC,real,"Hoang 2024, Mathematics (Ref 9)",285.0,0.421,28.0,0.0,0.0,0.0,0.0,0.0,40.5,5.17,3.7,16.22,6.5,243.6,46.5
319,RAC,real,See Table 3 (compiled sources),280.0,0.45,28.0,1.0,0.0,0.0,0.0,1.0,46.1,5.75,4.13,17.16,7.0,226.6,47.1
320,Combined,augmented_literature_based,This study (synthetic augmentation),343.4,0.406,14.0,33.7,9.1,8.2,5.5,56.5,55.0,6.28,5.0,17.11,8.0,233.2,44.2
321,RCWTB,augmented_literature_based,This study (synthetic augmentation),485.3,0.305,14.0,36.9,13.9,0.0,0.0,50.8,61.2,6.98,5.04,10.57,9.4,362.7,75.7
322,RAC,real,See Table 3 (compiled sources),353.0,0.7,56.0,48.6,0.0,0.0,0.0,48.6,39.7,5.12,3.38,28.81,4.3,240.6,47.3
